종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
138530,TIGER LG그룹+펀더멘털,2011/03/10,주식-전략-기업그룹,미래에셋자산운용,2.34,MKF LG그룹+ FW,1.57,12679087889,0.22,높음,실물(패시브),0.15,비과세
445910,TIGER MKF배당귀족,2022/10/18,주식-전략-배당,미래에셋자산운용,19.34,MKF 배당귀족 지수(시장가격지수),1.14,11134324049,-0.29,보통,실물(패시브),0.2,비과세
289260,TIGER MSCI KOREA ESG리더스,2018/02/07,주식-전략-전략테마,미래에셋자산운용,21.0,MSCI Korea Country ESG Leaders Capped Index,0.69,9360747782,-0.21,매우높음,실물(패시브),0.4,비과세
289250,TIGER MSCI KOREA ESG유니버설,2018/02/07,주식-전략-전략테마,미래에셋자산운용,14.03,MSCI Korea ESG Universal Index,0.88,7993277361,-0.73,높음,실물(패시브),0.4,비과세
310970,TIGER MSCI Korea TR,2018/11/20,주식-시장대표,미래에셋자산운용,12.78,MSCI Korea TR Index,0.17,1581841211158,-0.39,높음,실물(패시브),0.12,배당소득세(보유기간과세)
269370,TIGER S&P글로벌인프라(합성),2017/05/16,주식-업종섹터,미래에셋자산운용,15.7,S&P Global Infrastructure Index,0.53,11061093087,-1.59,낮음,합성(패시브),0.4,배당소득세(보유기간과세)
248270,TIGER S&P글로벌헬스케어(합성),2016/07/01,주식-업종섹터-헬스케어,미래에셋자산운용,-7.72,S&P Global 1200 Health Care Index,1.17,24849209224,-0.37,보통,합성(패시브),0.4,배당소득세(보유기간과세)
0025N0,TIGER TDF2045,2025/03/25,혼합자산-주식+채권,미래에셋자산운용,0.0,S&P 500 and Korea Target Date 2045 (KRW) PR 지수,3.36,125155225576,0.64,높음,실물(패시브),0.19,배당소득세(보유기간과세)
292150,TIGER TOP10,2018/03/30,주식-규모-대형주,미래에셋자산운용,4.68,FnGuide TOP10 지수,0.95,1130287427407,0.03,매우높음,실물(패시브),0.15,비과세
453950,TIGER TSMC파운드리밸류체인,2023/04/04,주식-전략-전략테마,미래에셋자산운용,6.04,FactSet TSMC 파운드리 밸류체인 지수(시장가격지수),2.84,21060597567,0.01,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
364990,TIGER 게임TOP10,2020/10/07,주식-업종섹터-업종테마,미래에셋자산운용,3.65,KRX 게임 TOP 10 지수,0.55,34595622569,0.06,매우높음,실물(패시브),0.4,비과세
139280,TIGER 경기방어,2011/04/06,주식-업종섹터-업종테마,미래에셋자산운용,19.12,코스피 200 경기방어소비재,0.75,68680393134,-0.18,보통,실물(패시브),0.4,비과세
237440,TIGER 경기방어채권혼합,2016/01/27,혼합자산-주식+채권,미래에셋자산운용,6.52,경기방어소비재 채권혼합 지수,0.55,7993429938,-0.27,매우낮음,실물(패시브),0.18,배당소득세(보유기간과세)
319640,TIGER 골드선물(H),2019/04/09,원자재-금속-금,미래에셋자산운용,34.43,S&P GSCI Gold Index(TR),0.77,101516447460,0.16,보통,실물(패시브),0.39,배당소득세(보유기간과세)
160580,TIGER 구리실물,2012/12/17,원자재-금속-구리,미래에셋자산운용,11.24,S&P GSCI Cash Copper Index,2.09,38506451926,-0.44,높음,실물(패시브),0.83,배당소득세(보유기간과세)
451530,TIGER 국고채30년스트립액티브,2023/02/01,채권-국공채-장기,미래에셋자산운용,8.75,KIS STRIP 30Y Index(총수익지수),0.9,146660661560,-0.07,낮음,실물(액티브),0.15,배당소득세(보유기간과세)
114820,TIGER 국채3년,2009/08/27,채권-국공채-중기,미래에셋자산운용,-0.57,KTB INDEX(시장가격),0.18,98820884435,-0.03,매우낮음,실물(패시브),0.15,배당소득세(보유기간과세)
275980,TIGER 글로벌4차산업혁신기술(합성 H),2017/08/01,주식-업종섹터-업종테마,미래에셋자산운용,13.9,MorningStar Exponential Technologies Index(PR),0.49,87345947680,0.11,높음,합성(패시브),0.4,배당소득세(보유기간과세)
464310,TIGER 글로벌AI&로보틱스 INDXX,2023/08/17,주식-업종섹터-업종테마,미래에셋자산운용,13.12,Indxx Global Robotics & Artificial Intelligence Thematic Index(PR),4.75,91855073951,0.3,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
418670,TIGER 글로벌AI사이버보안,2022/02/22,주식-업종섹터-업종테마,미래에셋자산운용,22.58,Indxx Cybersecurity 지수 (PR),3.24,29477544299,-0.2,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
466950,TIGER 글로벌AI액티브,2023/10/11,주식-업종섹터-업종테마,미래에셋자산운용,42.84,Indxx Artificial Intelligence and Big Data 지수(PR),14.82,274018523887,0.81,매우높음,실물(액티브),0.79,배당소득세(보유기간과세)
491010,TIGER 글로벌AI전력인프라액티브,2024/09/10,주식-업종섹터-업종테마,미래에셋자산운용,0.0,Mirae Asset AI Infrastructure 지수(PR),14.62,153039759631,1.39,매우높음,실물(액티브),0.49,배당소득세(보유기간과세)
412770,TIGER 글로벌AI플랫폼액티브,2021/12/22,주식-업종섹터-업종테마,미래에셋자산운용,38.36,Indxx Global Metaverse Index (Price Return),6.29,114733864583,0.25,매우높음,실물(액티브),0.79,배당소득세(보유기간과세)
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),2021/07/20,주식-업종섹터-업종테마,미래에셋자산운용,13.13,Solactive Global Lithium 지수(PR),0.58,229144761811,-1.58,매우높음,합성(패시브),0.49,배당소득세(보유기간과세)
440340,TIGER 글로벌멀티에셋TIF액티브,2022/08/30,혼합자산-주식+채권,미래에셋자산운용,2.34,INDXX 멀티에셋인컴 지수(시장가격 지수),2.9,15594025232,0.01,낮음,실물(액티브),0.55,배당소득세(보유기간과세)
476690,TIGER 글로벌비만치료제TOP2Plus,2024/02/29,주식-업종섹터-업종테마,미래에셋자산운용,-18.59,Indxx Global Obesity Treatment Top 2 Plus 지수 (시장가격),1.16,59697434237,0.1,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
480310,TIGER 글로벌온디바이스AI,2024/04/16,주식-업종섹터-업종테마,미래에셋자산운용,11.84,Mirae Asset Global On-Device AI 지수 (PR),1.53,77160444719,0.15,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
387270,TIGER 글로벌이노베이션액티브,2021/05/25,주식-시장대표,미래에셋자산운용,20.5,NASDAQ 100,4.71,24732319124,0.46,매우높음,실물(액티브),0.55,배당소득세(보유기간과세)
276000,TIGER 글로벌자원생산기업(합성 H),2017/08/01,주식-업종섹터-업종테마,미래에셋자산운용,3.42,MorningStar Global Upstream Resources Index(PR),0.61,13276332297,-0.16,보통,합성(패시브),0.4,배당소득세(보유기간과세)
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,2021/07/20,주식-업종섹터-업종테마,미래에셋자산운용,8.59,Solactive Autonomous & Electric Vehicles 지수(PR),2.23,280142232648,-0.18,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
371450,TIGER 글로벌클라우드컴퓨팅INDXX,2020/12/08,주식-업종섹터-업종테마,미래에셋자산운용,17.49,Indxx Global Cloud Computing Index(PR),1.65,30488195616,-0.61,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
464930,TIGER 글로벌혁신블루칩TOP10,2023/08/29,주식-업종섹터-업종테마,미래에셋자산운용,24.68,Mirae Asset Global Innovative Bluechip Top 10 Index(PR),2.0,138651807712,0.86,매우높음,실물(패시브),0.48,배당소득세(보유기간과세)
139310,TIGER 금속선물(H),2011/04/08,원자재-금속-혼합,미래에셋자산운용,7.69,S&P GSCI Industrial Metals Select Index(TR),4.31,2372654529,-0.87,높음,실물(패시브),0.69,배당소득세(보유기간과세)
139320,TIGER 금은선물(H),2011/04/08,원자재-금속-혼합,미래에셋자산운용,32.39,S&P GSCI Precious Metals Index(TR),1.55,9367482910,0.13,보통,실물(패시브),0.69,배당소득세(보유기간과세)
137610,TIGER 농산물선물Enhanced(H),2011/01/11,원자재-농산물-혼합,미래에셋자산운용,-7.32,S&P GSCI Agriculture Enhanced Index(ER),0.94,14202366931,-0.1,낮음,실물(패시브),0.69,배당소득세(보유기간과세)
182490,TIGER 단기선진하이일드(합성 H),2014/03/24,채권-회사채-중기,미래에셋자산운용,5.01,Markit iBoxx USD Liquid High Yield 0-5 year 지수,0.44,8136763932,0.4,매우낮음,합성(패시브),0.24,배당소득세(보유기간과세)
272580,TIGER 단기채권액티브,2017/06/29,채권-혼합-단기,미래에셋자산운용,3.12,KIS MSB 6M PLUS 지수,0.04,758667557251,0.0,매우낮음,실물(액티브),0.06,배당소득세(보유기간과세)
157450,TIGER 단기통안채,2012/05/16,채권-국공채-단기,미래에셋자산운용,2.99,KIS MSB 6M(총수익),0.03,929821338940,0.0,매우낮음,실물(패시브),0.07,배당소득세(보유기간과세)
105010,TIGER 라틴35,2008/08/27,주식-시장대표,미래에셋자산운용,8.79,BNY Latin America 35 ADR,1.89,5564173200,0.07,높음,실물(패시브),0.49,배당소득세(해외주식투자전용ETF)
123320,TIGER 레버리지,2010/04/09,주식-시장대표,미래에셋자산운용,27.18,코스피 200,4.69,64824411994,0.03,매우높음,실물(패시브),0.022,배당소득세(보유기간과세)
174350,TIGER 로우볼,2013/06/20,주식-전략-변동성,미래에셋자산운용,27.26,FnGuide Low Vol 지수,1.56,7869060703,-0.18,보통,실물(패시브),0.4,비과세
329200,TIGER 리츠부동산인프라,2019/07/19,부동산,미래에셋자산운용,-9.87,FnGuide 리츠부동산인프라,1.95,709279511300,-0.17,낮음,실물(패시브),0.08,비과세
341850,TIGER 리츠부동산인프라채권,2020/05/22,혼합자산-주식+채권,미래에셋자산운용,-4.84,KIS 리츠부동산인프라채권PR 지수,3.84,17464040668,0.0,매우낮음,실물(패시브),0.22,배당소득세(분리과세부동산ETF)
0043B0,TIGER 머니마켓액티브,2025/04/22,채권-혼합-단기,미래에셋자산운용,0.0,KIS-미래에셋 MMF지수,0.04,1988489676902,0.0,매우낮음,실물(액티브),0.04,배당소득세(보유기간과세)
147970,TIGER 모멘텀,2011/10/26,주식-전략-성장,미래에셋자산운용,47.35,FnGuide 모멘텀 지수,1.13,24089142057,0.21,높음,실물(패시브),0.23,비과세
458250,TIGER 미국30년국채스트립액티브(합성 H),2023/05/31,채권-국공채-장기,미래에셋자산운용,-13.33,ICE BofA Long US Treasury Principal STRIPS Index,4.74,851012757194,-0.3,매우높음,합성(액티브),0.15,배당소득세(보유기간과세)
476550,TIGER 미국30년국채커버드콜액티브(H),2024/02/27,채권-국공채-장기,미래에셋자산운용,-16.08,KEDI 미국채30년 위클리 커버드콜30 지수(Total Return),1.24,1300351944695,-0.06,낮음,실물(액티브),0.39,배당소득세(보유기간과세)
491830,TIGER 미국AI반도체팹리스,2024/09/24,주식-업종섹터-업종테마,미래에셋자산운용,0.0,Mirae Asset US AI Fabless 지수(PR),0.76,21304742406,1.05,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
490090,TIGER 미국AI빅테크10,2024/08/27,주식-업종섹터-업종테마,미래에셋자산운용,0.0,KEDI 미국AI빅테크10 지수(PR),0.27,123580289033,0.76,매우높음,실물(패시브),0.3,배당소득세(보유기간과세)
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,2024/10/15,주식-전략-구조화,미래에셋자산운용,0.0,KEDI 미국AI빅테크10+15%데일리프리미엄 지수(TR),0.76,171874149523,0.52,매우높음,실물(패시브),0.25,배당소득세(보유기간과세)
182480,TIGER 미국MSCI리츠(합성 H),2013/10/10,부동산-리츠,미래에셋자산운용,-1.3,MSCI US REIT Index,0.64,128578568210,-0.64,높음,합성(패시브),0.24,배당소득세(분리과세부동산ETF)
360750,TIGER 미국S&P500,2020/08/07,주식-시장대표,미래에셋자산운용,17.59,S&P 500,0.23,8788837130959,0.45,높음,실물(패시브),0.006,배당소득세(보유기간과세)
448290,TIGER 미국S&P500(H),2022/11/25,주식-시장대표,미래에셋자산운용,16.32,S&P 500,0.38,443773667854,0.52,높음,실물(패시브),0.07,배당소득세(보유기간과세)
488500,TIGER 미국S&P500동일가중,2024/07/23,주식-시장대표,미래에셋자산운용,11.6,S&P 500 Equal Weight Index(PR),0.22,140396722590,0.03,높음,실물(패시브),0.2,배당소득세(보유기간과세)
225040,TIGER 미국S&P500레버리지(합성 H),2015/07/29,주식-시장대표,미래에셋자산운용,27.92,S&P 500,1.01,58535152715,0.98,매우높음,합성(패시브),0.27,배당소득세(보유기간과세)
429000,TIGER 미국S&P500배당귀족,2022/05/17,주식-전략-배당,미래에셋자산운용,4.24,S&P 500 Dividend Aristocrats 지수 (Price Return),0.29,114280487565,0.1,보통,실물(패시브),0.25,배당소득세(보유기간과세)
143850,TIGER 미국S&P500선물(H),2011/07/18,주식-시장대표,미래에셋자산운용,14.26,S&P 500 Futures Index(ER),1.0,127110875850,0.48,높음,실물(패시브),0.23,배당소득세(보유기간과세)
225030,TIGER 미국S&P500선물인버스(H),2015/07/29,주식-시장대표,미래에셋자산운용,-14.63,S&P 500 Futures Total Return Index,0.54,8651983193,-0.69,높음,실물(패시브),0.59,배당소득세(보유기간과세)
482730,TIGER 미국S&P500타겟데일리커버드콜,2024/05/21,주식-전략-구조화,미래에셋자산운용,7.43,S&P500 10% Daily Premium Covered Call Index(TR),0.21,333031285140,0.58,높음,실물(패시브),0.25,배당소득세(보유기간과세)
133690,TIGER 미국나스닥100,2010/10/18,주식-시장대표,미래에셋자산운용,22.92,NASDAQ 100,0.18,5388353161655,0.63,매우높음,실물(패시브),0.7,배당소득세(해외주식투자전용ETF)
448300,TIGER 미국나스닥100(H),2022/11/25,주식-시장대표,미래에셋자산운용,21.45,NASDAQ 100,0.4,257497666200,0.66,매우높음,실물(패시브),0.006,배당소득세(보유기간과세)
483240,TIGER 미국나스닥100ETF선물,2024/11/19,주식-시장대표,미래에셋자산운용,0.0,KRX 나스닥 100 ETF 선물지수,5.3,22026025863,0.65,매우높음,실물(패시브),0.009,배당소득세(보유기간과세)
418660,TIGER 미국나스닥100레버리지(합성),2022/02/22,주식-시장대표,미래에셋자산운용,39.94,NASDAQ 100,2.07,189076091126,1.01,매우높음,합성(패시브),0.25,배당소득세(보유기간과세)
435420,TIGER 미국나스닥100채권혼합Fn,2022/07/06,혼합자산-주식+채권,미래에셋자산운용,7.97,FnGuide 나스닥100 채권혼합 지수(총수익 지수),0.21,207213515594,0.22,매우낮음,실물(패시브),0.25,배당소득세(보유기간과세)
441680,TIGER 미국나스닥100커버드콜(합성),2022/09/22,주식-전략-구조화,미래에셋자산운용,-2.65,Cboe Nasdaq-100 BuyWrite V2 지수 (Total Return),0.22,390626150149,-0.07,높음,합성(패시브),0.37,배당소득세(보유기간과세)
486290,TIGER 미국나스닥100타겟데일리커버드콜,2024/06/25,주식-전략-구조화,미래에셋자산운용,5.3,NASDAQ 100 Daily Covered Call Target Premium 15% 지수(TR),0.26,788517445339,0.4,매우높음,실물(패시브),0.25,배당소득세(보유기간과세)
429010,TIGER 미국나스닥넥스트100,2022/05/17,주식-시장대표,미래에셋자산운용,17.65,Nasdaq Next Generation 100 지수 (Price Return),0.7,7355591532,-0.08,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
203780,TIGER 미국나스닥바이오,2014/08/27,주식-업종섹터-헬스케어,미래에셋자산운용,-6.91,NASDAQ Biotechnology 지수(시장가격지수),0.49,59161453331,0.5,매우높음,실물(패시브),0.3,배당소득세(해외주식투자전용ETF)
245340,TIGER 미국다우존스30,2016/07/01,주식-시장대표,미래에셋자산운용,11.5,Dow Jones Industrial Average,0.25,107985814493,0.55,보통,실물(패시브),0.35,배당소득세(해외주식투자전용ETF)
456610,TIGER 미국달러SOFR금리액티브(합성),2023/05/09,기타,미래에셋자산운용,4.38,Solactive SOFR Daily Total Return Index,0.1,553953352413,-0.09,매우낮음,합성(액티브),0.05,배당소득세(보유기간과세)
329750,TIGER 미국달러단기채권액티브,2019/07/24,채권-국공채-단기,미래에셋자산운용,2.05,KIS U.S. TREASURY BOND 0-1Y 지수(총수익),3.64,524467649052,-0.12,매우낮음,실물(액티브),0.3,배당소득세(보유기간과세)
261110,TIGER 미국달러선물레버리지,2016/12/27,통화-미국달러,미래에셋자산운용,4.53,미국달러선물지수,2.19,9357290639,-0.1,보통,실물(패시브),0.05,배당소득세(보유기간과세)
261120,TIGER 미국달러선물인버스2X,2016/12/27,통화-미국달러,미래에셋자산운용,-3.69,미국달러선물지수,2.24,23514204319,0.2,보통,실물(패시브),0.05,배당소득세(보유기간과세)
494840,TIGER 미국방산TOP10,2024/10/29,주식-업종섹터-업종테마,미래에셋자산운용,0.0,Mirae Asset US Defense Top 10 Index(PR),0.5,20641414638,0.74,높음,실물(패시브),0.45,배당소득세(보유기간과세)
458730,TIGER 미국배당다우존스,2023/06/20,주식-전략-배당,미래에셋자산운용,0.08,Dow Jones U.S. Dividend 100 Price Return Index,0.4,2163096996219,0.29,보통,실물(패시브),0.01,배당소득세(보유기간과세)
0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,2025/01/21,주식-전략-배당,미래에셋자산운용,0.0,Dow Jones U.S. Dividend 100 10% Daily Premium Covered Call 지수,0.48,161906106527,0.2,높음,실물(패시브),0.25,배당소득세(보유기간과세)
458750,TIGER 미국배당다우존스타겟커버드콜1호,2023/06/20,주식-전략-배당,미래에셋자산운용,-4.58,DowJones U.S. Dividend 100 3% Premium Covered Call 지수 (TR),0.71,67709042396,0.01,보통,실물(패시브),0.39,배당소득세(보유기간과세)
458760,TIGER 미국배당다우존스타겟커버드콜2호,2023/06/20,주식-전략-배당,미래에셋자산운용,-9.0,DowJones U.S. Dividend 100 7% Premium Covered Call 지수 (TR),1.44,982728271473,0.31,보통,실물(패시브),0.39,배당소득세(보유기간과세)
0015K0,TIGER 미국소비트렌드액티브,2025/02/18,주식-업종섹터-업종테마,미래에셋자산운용,0.0,Mirae Asset US Consumer Trend 지수 (PR),13.53,8568754991,-0.8,매우높음,실물(액티브),0.79,배당소득세(보유기간과세)
305080,TIGER 미국채10년선물,2018/08/30,채권-국공채-장기,미래에셋자산운용,1.27,S&P 10-Year U.S. Treasury Note Futures(ER),1.02,174295971197,-0.09,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
0046A0,TIGER 미국초단기(3개월이하)국채,2025/04/29,채권-국공채-단기,미래에셋자산운용,0.0,ICE 0-3 Month US Treasury Securities 지수,0.22,91228425123,-0.34,낮음,실물(패시브),0.09,배당소득세(보유기간과세)
465670,TIGER 미국캐시카우100,2023/09/19,주식-전략-전략테마,미래에셋자산운용,4.85,Global X U.S. Cash Flow Kings 100 Index(PR),0.32,13439162581,-0.31,높음,실물(패시브),0.25,배당소득세(보유기간과세)
381170,TIGER 미국테크TOP10 INDXX,2021/04/09,주식-업종섹터-업종테마,미래에셋자산운용,28.81,Indxx US Tech Top 10 Index,0.14,3276856368459,0.59,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
472160,TIGER 미국테크TOP10 INDXX(H),2023/12/05,주식-업종섹터-업종테마,미래에셋자산운용,25.89,Indxx US Tech Top 10 Index,0.55,241911208900,0.54,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
472170,TIGER 미국테크TOP10채권혼합,2023/12/05,혼합자산-주식+채권,미래에셋자산운용,10.83,FnGuide 미국테크TOP10 채권혼합지수,0.22,218019923585,0.04,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
474220,TIGER 미국테크TOP10타겟커버드콜,2024/01/16,주식-전략-구조화,미래에셋자산운용,15.22,Bloomberg U.S. Tech Top10+10% Premium Covered Call Index,0.79,504515992519,0.5,매우높음,실물(패시브),0.5,배당소득세(보유기간과세)
458260,TIGER 미국투자등급회사채액티브(H),2023/05/31,채권-회사채-중기,미래에셋자산운용,-1.91,iBoxx USD Liquid Investment Grade Index(Price Return),1.87,223788768100,-0.01,매우낮음,실물(액티브),0.14,배당소득세(보유기간과세)
497570,TIGER 미국필라델피아AI반도체나스닥,2024/11/26,주식-업종섹터-업종테마,미래에셋자산운용,0.0,PHLX US AI Semiconductor 지수 (PR),0.38,496674512306,1.15,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
381180,TIGER 미국필라델피아반도체나스닥,2021/04/09,주식-업종섹터,미래에셋자산운용,10.99,PHLX Semiconductor Sector Index,0.51,2490054334552,0.9,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
423920,TIGER 미국필라델피아반도체레버리지(합성),2022/04/19,주식-업종섹터,미래에셋자산운용,-3.1,PHLX Semiconductor Sector Index,1.87,233830419386,1.55,매우높음,합성(패시브),0.58,배당소득세(보유기간과세)
228810,TIGER 미디어컨텐츠,2015/10/07,주식-업종섹터-업종테마,미래에셋자산운용,38.72,WISE 미디어컨텐츠 지수,0.66,132239381109,-0.16,매우높음,실물(패시브),0.44,비과세
364970,TIGER 바이오TOP10,2020/10/07,주식-업종섹터-업종테마,미래에셋자산운용,16.53,KRX 바이오 TOP 10 지수,0.77,179315057478,-0.33,매우높음,실물(패시브),0.4,비과세
091230,TIGER 반도체,2006/06/27,주식-업종섹터-정보기술,미래에셋자산운용,-4.04,KRX 반도체,0.43,287172707488,0.02,매우높음,실물(패시브),0.46,비과세
488080,TIGER 반도체TOP10레버리지,2024/07/23,주식-업종섹터-업종테마,미래에셋자산운용,-26.54,FnGuide 반도체TOP10 지수,4.09,26994701671,-0.98,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
098560,TIGER 방송통신,2007/09/07,주식-업종섹터-경기소비재,미래에셋자산운용,21.99,KRX 방송통신,1.58,2818582320,-0.3,보통,실물(패시브),0.46,비과세
211560,TIGER 배당성장,2014/12/17,주식-전략-배당,미래에셋자산운용,23.98,코스피 배당성장 50,1.42,55010980365,-0.26,높음,실물(패시브),0.115,비과세
472150,TIGER 배당커버드콜액티브,2023/12/12,주식-전략-구조화,미래에셋자산운용,5.22,코스피 200 커버드콜 5% OTM,3.9,108985248628,-0.13,높음,실물(액티브),0.5,배당소득세(보유기간과세)
138520,TIGER 삼성그룹펀더멘털,2011/03/07,주식-전략-기업그룹,미래에셋자산운용,3.33,MKF SAMs FW,0.78,208335771652,-0.37,높음,실물(패시브),0.113,비과세
157490,TIGER 소프트웨어,2012/05/16,주식-업종섹터-정보기술,미래에셋자산운용,20.67,FnGuide 소프트웨어 지수,0.28,173574203820,-0.02,매우높음,실물(패시브),0.4,비과세
0000D0,TIGER 엔비디아미국채커버드콜밸런스(합성),2024/12/17,혼합자산-주식+채권,미래에셋자산운용,0.0,KEDI 엔비디아미국채30년타겟커버드콜혼합지수(TR),0.27,48188231025,0.02,높음,합성(패시브),0.39,배당소득세(보유기간과세)
228800,TIGER 여행레저,2015/10/07,주식-업종섹터-업종테마,미래에셋자산운용,14.1,WISE 여행레저 지수,0.94,137921560186,-0.42,높음,실물(패시브),0.5,비과세
227570,TIGER 우량가치,2015/09/23,주식-전략-가치,미래에셋자산운용,31.38,FnGuide 퀄리티밸류 지수,1.34,8947703533,0.01,높음,실물(패시브),0.35,비과세
438330,TIGER 우량회사채액티브,2022/08/23,채권-회사채-중기,미래에셋자산운용,4.87,KIS 투자등급회사채 지수(총수익),0.67,537140199514,-0.02,매우낮음,실물(액티브),0.1,배당소득세(보유기간과세)
261140,TIGER 우선주,2017/01/06,주식-전략-전략테마,미래에셋자산운용,16.92,코스피 우선주 지수,2.55,24494701928,-0.03,높음,실물(패시브),0.29,비과세
130680,TIGER 원유선물Enhanced(H),2010/08/02,원자재-에너지-원유,미래에셋자산운용,-7.14,S&P GSCI Crude Oil Enhanced Index ER,7.33,16765391280,0.92,매우높음,실물(패시브),0.69,배당소득세(보유기간과세)
217770,TIGER 원유선물인버스(H),2015/04/29,원자재-에너지-원유,미래에셋자산운용,-5.27,S&P GSCI Crude Oil Index ER,2.75,7890921287,-0.96,매우높음,실물(패시브),0.69,배당소득세(보유기간과세)
195930,TIGER 유로스탁스50(합성 H),2014/04/30,주식-시장대표,미래에셋자산운용,14.96,EURO STOXX 50 Index,1.13,37080762272,1.2,높음,합성(패시브),0.24,배당소득세(보유기간과세)
225050,TIGER 유로스탁스레버리지(합성 H),2015/07/29,주식-시장대표,미래에셋자산운용,16.89,EURO STOXX 50 Index,3.69,8209557049,1.35,매우높음,합성(패시브),0.58,배당소득세(보유기간과세)
245350,TIGER 유로스탁스배당30,2016/07/01,주식-전략-배당,미래에셋자산운용,32.97,Euro STOXX Select Dividend 30,4.13,26884603440,1.41,보통,실물(패시브),0.35,배당소득세(해외주식투자전용ETF)
091220,TIGER 은행,2006/06/27,주식-업종섹터-금융,미래에셋자산운용,31.99,KRX 은행,2.33,26935641685,-0.19,매우높음,실물(패시브),0.46,비과세
466940,TIGER 은행고배당플러스TOP10,2023/10/17,주식-전략-배당,미래에셋자산운용,32.85,FnGuide 은행고배당플러스TOP10 지수(시장가격 지수),2.45,608048513308,-0.21,매우높음,실물(패시브),0.3,비과세
307510,TIGER 의료기기,2018/11/08,주식-업종섹터-업종테마,미래에셋자산운용,17.23,FnGuide 의료기기 지수,0.99,4275030043,-0.32,매우높음,실물(패시브),0.5,비과세
225060,TIGER 이머징마켓MSCI레버리지(합성 H),2015/07/29,주식-시장대표,미래에셋자산운용,25.13,MSCI EM Index,1.78,10455917408,-0.55,매우높음,합성(패시브),0.58,배당소득세(보유기간과세)
453870,TIGER 인도니프티50,2023/04/14,주식-시장대표,미래에셋자산운용,-4.51,Nifty 50 Index,0.53,509807592201,-0.7,보통,실물(패시브),0.19,배당소득세(보유기간과세)
236350,TIGER 인도니프티50레버리지(합성),2016/05/13,주식-시장대표,미래에셋자산운용,-12.66,Nifty 50 Index,1.46,30675280073,-0.4,매우높음,합성(패시브),0.58,배당소득세(보유기간과세)
479730,TIGER 인도빌리언컨슈머,2024/05/14,주식-업종섹터,미래에셋자산운용,-10.31,Mirae Asset India Billion Consumer 지수(PR),4.77,130505295048,-0.71,보통,실물(패시브),0.49,배당소득세(보유기간과세)
123310,TIGER 인버스,2010/03/29,주식-시장대표,미래에셋자산운용,-16.02,코스피 200 선물지수,0.76,36132188378,-0.13,높음,실물(패시브),0.022,배당소득세(보유기간과세)
365000,TIGER 인터넷TOP10,2020/10/07,주식-업종섹터-업종테마,미래에셋자산운용,22.22,KRX 인터넷 TOP 10 지수,1.16,97484732354,-0.07,매우높음,실물(패시브),0.4,비과세
195920,TIGER 일본TOPIX(합성 H),2014/04/30,주식-시장대표,미래에셋자산운용,7.76,TOPIX,1.83,12633668478,-2.4,매우높음,합성(패시브),0.24,배당소득세(보유기간과세)
241180,TIGER 일본니케이225,2016/03/31,주식-시장대표,미래에셋자산운용,12.9,Nikkei 225,2.08,248228916755,-0.79,높음,실물(패시브),0.29,배당소득세(해외주식투자전용ETF)
465660,TIGER 일본반도체FACTSET,2023/09/19,주식-업종섹터-업종테마,미래에셋자산운용,1.69,FactSet Japan Semiconductor Index(PR),1.94,17156111488,-1.99,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
292560,TIGER 일본엔선물,2018/04/17,통화-일본엔,미래에셋자산운용,3.15,엔선물지수,1.92,59173857137,0.2,낮음,실물(패시브),0.21,배당소득세(보유기간과세)
494670,TIGER 조선TOP10,2024/10/22,주식-업종섹터-업종테마,미래에셋자산운용,0.0,iSelect 조선TOP10 Index(PR),0.79,387856303176,-0.13,매우높음,실물(패시브),0.35,비과세
451540,TIGER 종합채권(AA-이상)액티브,2023/02/01,채권-혼합-중기,미래에셋자산운용,5.36,KIS 종합채권 AA-이상 총수익 지수(Total return Index),0.14,1021311575634,0.0,매우낮음,실물(액티브),0.03,배당소득세(보유기간과세)
150460,TIGER 중국소비테마,2011/12/16,주식-전략-전략테마,미래에셋자산운용,17.64,FnGuide 중국내수테마 지수,1.27,93209001414,-0.39,매우높음,실물(패시브),0.5,비과세
